Adjustment Type,Day,Country,Video ID,Video Title,Video Duration (sec),Category,Channel ID,Uploader,Channel Display Name,Content Type,Policy,Owned Views,YouTube Revenue Split : Auction,YouTube Revenue Split : Reserved,YouTube Revenue Split : Partner Sold YouTube Served,YouTube Revenue Split : Partner Sold Partner Served,YouTube Revenue Split,Partner Revenue : Auction,Partner Revenue : Reserved,Partner Revenue : Partner Sold YouTube Served,Partner Revenue : Partner Sold Partner Served,Partner Revenue
None,20240607,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,193,0.431078,0,0,0,0.431078,0.2370929,0,0,0,0.2370929
None,20240607,JP,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0,0,0,0,0,0,0,0,0,0
None,20240607,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,25,0.033039,0,0,0,0.033039,0.01817145,0,0,0,0.01817145
None,20240608,AU,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,19,0.084511,0,0,0,0.084511,0.04648105,0,0,0,0.04648105
None,20240608,BN,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,track,1,0,0,0,0,0,0,0,0,0,0
None,20240608,HK,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0,0,0,0,0,0,0,0,0,0
None,20240608,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,233,0.141558,0,0,0,0.141558,0.0778569,0,0,0,0.0778569
None,20240608,KR,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.005586,0,0,0,0.005586,0.0030723,0,0,0,0.0030723
None,20240608,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,28,0.046995,0,0,0,0.046995,0.02584725,0,0,0,0.02584725
None,20240608,US,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.00254,0,0,0,0.00254,0.001397,0,0,0,0.001397
None,20240609,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,152,0.129284,0,0,0,0.129284,0.0711062,0,0,0,0.0711062
None,20240609,JP,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,2,0,0,0,0,0,0,0,0,0,0
None,20240609,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,32,0.025573,0,0,0,0.025573,0.01406515,0,0,0,0.01406515
None,20240609,NO,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0,0,0,0,0,0,0,0,0,0
None,20240609,US,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.013806,0,0,0,0.013806,0.0075933,0,0,0,0.0075933
None,20240610,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,169,0.133293,0,0,0,0.133293,0.07331115,0,0,0,0.07331115
None,20240610,JP,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0,0,0,0,0,0,0,0,0,0
None,20240610,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,16,0.014006,0,0,0,0.014006,0.0077033,0,0,0,0.0077033
None,20240611,AU,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.031764,0,0,0,0.031764,0.0174702,0,0,0,0.0174702
None,20240611,BN,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,track,1,0,0,0,0,0,0,0,0,0,0
None,20240611,HK,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,mrgaucha85,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,0,0.006342,0,0,0,0.006342,0.0034881,0,0,0,0.0034881
None,20240611,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,mrgaucha85,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,177,0.127482,0,0,0,0.127482,0.0701151,0,0,0,0.0701151
None,20240611,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,mrgaucha85,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,25,0.039305,0,0,0,0.039305,0.02161775,0,0,0,0.02161775
None,20240611,NO,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,mrgaucha85,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,2,0,0,0,0,0,0,0,0,0,0
None,20240611,SG,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,mrgaucha85,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,3,0.01246,0,0,0,0.01246,0.006853,0,0,0,0.006853
None,20240612,AU,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0,0,0,0,0,0,0,0,0,0
None,20240612,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,162,0.116166,0,0,0,0.116166,0.0638913,0,0,0,0.0638913
None,20240612,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,32,0.070097,0,0,0,0.070097,0.03855335,0,0,0,0.03855335
None,20240612,NL,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,0,0.008464,0,0,0,0.008464,0.0046552,0,0,0,0.0046552
None,20240612,TH,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.0098,0,0,0,0.0098,0.00539,0,0,0,0.00539
None,20240612,TL,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,track,1,0,0,0,0,0,0,0,0,0,0
None,20240613,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,157,0.165132,0,0,0,0.165132,0.0908226,0,0,0,0.0908226
None,20240613,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,roberfal1000,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,27,0.018053,0,0,0,0.018053,0.00992915,0,0,0,0.00992915
None,20240613,PH,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,roberfal1000,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0,0,0,0,0,0,0,0,0,0
None,20240613,SG,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,roberfal1000,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.004655,0,0,0,0.004655,0.00256025,0,0,0,0.00256025
None,20240614,AU,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,roberfal1000,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.010006,0,0,0,0.010006,0.0055033,0,0,0,0.0055033
None,20240614,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,thedinoku,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,190,0.140929,0,0,0,0.140929,0.07751095,0,0,0,0.07751095
None,20240614,JP,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,thedinoku,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,2,0,0,0,0,0,0,0,0,0,0
None,20240614,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,thedinoku,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,26,0.069437,0,0,0,0.069437,0.03819035,0,0,0,0.03819035
None,20240614,US,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.015259,0,0,0,0.015259,0.00839245,0,0,0,0.00839245
None,20240615,AU,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,2,0.030026,0,0,0,0.030026,0.0165143,0,0,0,0.0165143
None,20240615,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,208,0.150009,0,0,0,0.150009,0.08250495,0,0,0,0.08250495
None,20240615,JP,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0,0,0,0,0,0,0,0,0,0
None,20240615,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,17,0.025446,0,0,0,0.025446,0.0139953,0,0,0,0.0139953
None,20240615,TL,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,track,1,0,0,0,0,0,0,0,0,0,0
None,20240615,US,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,2,0.185642,0,0,0,0.185642,0.1021031,0,0,0,0.1021031
None,20240616,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,161,0.084641,0,0,0,0.084641,0.04655255,0,0,0,0.04655255
None,20240616,KR,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.004641,0,0,0,0.004641,0.00255255,0,0,0,0.00255255
None,20240616,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,26,0.032869,0,0,0,0.032869,0.01807795,0,0,0,0.01807795
None,20240616,NL,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,2,0.004767,0,0,0,0.004767,0.00262185,0,0,0,0.00262185
None,20240616,TL,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,track,1,0,0,0,0,0,0,0,0,0,0
None,20240616,US,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.007445,0,0,0,0.007445,0.00409475,0,0,0,0.00409475
None,20240617,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,142,0.150132,0,0,0,0.150132,0.0825726,0,0,0,0.0825726
None,20240617,JP,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0,0,0,0,0,0,0,0,0,0
None,20240617,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,25,0.015096,0,0,0,0.015096,0.0083028,0,0,0,0.0083028
None,20240617,SG,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.006801,0,0,0,0.006801,0.00374055,0,0,0,0.00374055
None,20240617,TH,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.003001,0,0,0,0.003001,0.00165055,0,0,0,0.00165055
None,20240617,US,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.01304,0,0,0,0.01304,0.007172,0,0,0,0.007172
None,20240618,HK,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.004417,0,0,0,0.004417,0.00242935,0,0,0,0.00242935
None,20240618,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,160,0.135662,0,0,0,0.135662,0.0746141,0,0,0,0.0746141
None,20240618,KR,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,5,0,0,0,0,0,0,0,0,0,0
None,20240618,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,24,0.01533,0,0,0,0.01533,0.0084315,0,0,0,0.0084315
None,20240618,TL,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,track,1,0,0,0,0,0,0,0,0,0,0
None,20240618,US,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.022213,0,0,0,0.022213,0.01221715,0,0,0,0.01221715
None,20240619,AU,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.014877,0,0,0,0.014877,0.00818235,0,0,0,0.00818235
None,20240619,BE,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0,0,0,0,0,0,0,0,0,0
None,20240619,HK,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,0,0.003796,0,0,0,0.003796,0.0020878,0,0,0,0.0020878
None,20240619,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,199,0.205617,0,0,0,0.205617,0.11308935,0,0,0,0.11308935
None,20240619,JP,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0,0,0,0,0,0,0,0,0,0
None,20240619,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,23,0.015528,0,0,0,0.015528,0.0085404,0,0,0,0.0085404
None,20240619,TH,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,dutahindra2,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.003437,0,0,0,0.003437,0.00189035,0,0,0,0.00189035
None,20240619,US,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,2,0.009183,0,0,0,0.009183,0.00505065,0,0,0,0.00505065
None,20240620,AU,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0,0,0,0,0,0,0,0,0,0
None,20240620,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,227,0.168032,0,0,0,0.168032,0.0924176,0,0,0,0.0924176
None,20240620,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,24,0.0155,0,0,0,0.0155,0.008525,0,0,0,0.008525
None,20240620,TH,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,1,0.001819,0,0,0,0.001819,0.00100045,0,0,0,0.00100045
None,20240620,US,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,3,0.006455,0,0,0,0.006455,0.00355025,0,0,0,0.00355025
None,20240621,ID,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,194,0.143782,0,0,0,0.143782,0.0790801,0,0,0,0.0790801
None,20240621,MY,lotBeiBlfkw,JCC Worship - Hari Terbaik (Cover),327,nonprofits,UCIimjC2xJp3Zi6CAr5-TMIg,,Jesus Center Church (JCC) Cijantung,Partner-provided,monetize,26,0.029096,0,0,0,0.029096,0.0160028,0,0,0,0.0160028
